1.007
0.199
0.356
0.199
0.422
0.228
0.293
0.353
0.414
0.208
0.334
0.199
1.226
1.257
0.533
0.349
0.891
0.453
0.449
0.302
0.639
0.311
1.307
0.639
0.296
0.186
0.553
0.19
0.502
1.057
0.534
0.201
0.647
0.2
0.322
0.402
0.336
0.335
0.696
0.296
0.414
0.353
0.452
0.277
0.467
0.244
0.542
0.419
0.249
0.219
0.304
0.189
1.011
0.315
0.401
0.329
0.424
0.225
0.666
0.519
0.439
0.739
0.459
0.347
0.501
0.436
0.695
0.289
0.714
0.325
0.725
0.447
0.544
0.339
0.665
0.192
0.386
0.484
0.351
0.243
0.378
0.252
0.321
0.223
0.804
0.696
0.499
0.247
0.475
0.398
0.632
0.314
0.583
0.297
0.466
0.358
0.752
0.215
0.342
0.227
0.365
0.507
0.578
0.284
2.116
0.24
0.319
0.238
0.543
0.295
0.953
0.422
0.605
0.384
0.41
0.335
0.72
0.419
0.454
0.266
2.876
0.277
1.951
0.224
0.404
0.598
0.364
0.247
0.491
0.226
1.359
0.262
1.842
0.399
0.643
0.316
0.644
0.482
0.634
0.385
0.763
0.273
0.622
0.481
0.444
0.211
1.389
0.291
0.378
0.238
0.411
0.448
0.5
0.64
0.286
0.246
0.54
0.55
0.807
0.524
0.721
0.5
0.927
0.59
0.838
0.77
0.466
0.271
2.249
0.234
0.637
0.257
2.995
0.266
0.652
0.224
0.323
0.199
0.376
0.225
0.773
1.076
0.422
0.313
0.845
0.315
0.756
0.317
0.588
0.225
0.707
0.509
